,country,age,overall_score,gender,country_id
1119,FR,34,24,F,76
1120,US,28,30,F,234
1121,US,53,26,F,234
1122,CL,36,28,M,46
1123,TR,35,21,M,226
1124,US,15,25,M,234
1125,IN,53,29,F,106
1126,GB,17,28,F,78
1127,AU,18,29,M,13
1128,AU,60,25,M,13
1129,GB,52,27,F,78
1130,US,25,25,M,234
1131,GB,26,25,F,78
1132,US,62,24,F,234
1133,US,33,27,F,234
1134,US,20,27,F,234
1135,US,38,27,F,234
1136,MY,22,28,F,159
1137,CA,22,22,F,38
1138,US,40,29,M,234
1139,US,27,27,M,234
1140,ID,14,30,F,102
1141,NL,39,23,M,167
1142,GB,25,25,M,78
1143,GB,19,25,F,78
1144,GB,35,29,F,78
1145,NL,63,28,M,167
1146,GB,46,28,M,78
1147,US,32,29,M,234
1148,US,25,23,F,234
1149,DE,27,23,F,57
1150,US,27,29,F,234
1151,US,39,27,F,234
1152,US,19,25,F,234
1153,US,62,28,F,234
1154,CA,36,27,F,38
1155,AU,15,29,M,13
1156,AE,36,25,F,1
1157,CA,55,29,M,38
1158,IE,18,27,F,103
1159,IE,19,30,M,103
1160,GB,38,26,F,78
1161,GB,38,29,F,78
1162,US,25,27,F,234
1163,US,18,31,F,234
1164,US,14,26,F,234
1165,US,64,25,M,234
1166,CA,43,26,F,38
1167,US,43,30,F,234
1168,GB,24,25,M,78
1169,US,35,22,F,234
1170,CA,17,23,M,38
1171,US,24,28,M,234
1172,GB,16,28,M,78
1173,US,59,25,F,234
1174,US,25,25,M,234
1175,PL,31,22,M,180
1176,GB,23,30,M,78
1177,EG,18,26,M,65
1178,US,26,24,M,234
1179,AT,27,26,F,12
1180,US,39,26,F,234
1181,RO,28,28,M,190
1182,CH,42,31,F,43
1183,GB,21,26,M,78
1184,US,23,28,M,234
1185,MY,25,30,F,159
1186,US,40,27,M,234
1187,US,19,26,F,234
1188,US,19,26,F,234
1189,CA,25,27,F,38
1190,US,48,26,F,234
1191,US,25,24,M,234
1192,DE,26,24,F,57
1193,US,44,28,F,234
1194,CA,30,25,M,38
1195,PH,22,20,M,178
1196,US,22,27,F,234
1197,US,19,27,M,234
1198,PH,27,26,M,178
1199,AE,31,20,M,1
1200,AU,22,27,F,13
1201,AU,23,34,F,13
1202,US,20,23,M,234
1203,CA,15,27,F,38
1204,GB,31,26,F,78
1205,US,16,29,F,234
1206,US,65,29,F,234
1207,US,16,25,F,234
1208,US,19,29,F,234
1209,IN,52,28,F,106
1210,GB,35,26,M,78
1211,GB,49,22,M,78
1212,GB,19,26,M,78
1213,GB,34,29,M,78
1214,US,28,26,M,234
1215,US,25,25,F,234
1216,US,25,21,F,234
1217,US,32,22,M,234
1218,CA,43,10,F,38
1219,GR,28,26,M,90
1220,IT,64,25,F,111
1221,DE,26,25,M,57
1222,CA,16,28,M,38
1223,US,34,28,M,234
1224,BE,18,27,M,20
1225,EU,22,32,F,70
1226,EE,27,30,M,64
1227,CA,34,27,M,38
1228,RU,32,31,M,192
1229,CH,30,26,F,43
1230,GB,27,27,F,78
1231,BE,48,26,M,20
1232,US,17,26,F,234
1233,GB,35,27,F,78
1234,RU,20,27,F,192
1235,US,61,22,F,234
1236,US,18,31,F,234
1237,US,18,27,F,234
1238,US,31,25,F,234
1239,US,30,26,F,234
1240,US,18,25,F,234
1241,US,17,28,F,234
1242,US,18,25,F,234
1243,FI,29,28,F,71
1244,GB,48,28,F,78
1245,ZA,29,26,M,248
1246,US,43,28,M,234
1247,FR,29,25,F,76
1248,SE,25,30,F,198
1249,GB,34,28,F,78
1250,CR,76,29,M,50
1251,US,14,26,F,234
1252,GB,22,29,F,78
1253,IL,23,27,M,104
1254,US,26,27,M,234
1255,US,20,22,F,234
1256,US,34,27,F,234
1257,US,43,22,F,234
1258,AU,37,28,F,13
1259,CA,23,30,M,38
1260,US,40,27,M,234
1261,US,48,25,M,234
1262,IN,35,35,F,106
1263,CA,31,28,M,38
1264,IN,44,29,M,106
1265,AU,19,26,F,13
1266,AU,18,27,M,13
1267,US,65,24,M,234
1268,GB,38,25,F,78
1269,GB,33,28,F,78
1270,GB,16,28,F,78
1271,GB,40,29,M,78
1272,GB,20,28,F,78
1273,GR,20,25,M,90
1274,CA,43,27,F,38
1275,CA,27,26,M,38
1276,AU,39,26,F,13
1277,US,26,28,F,234
1278,RS,18,26,M,191
1279,US,55,23,F,234
1280,CH,64,26,F,43
1281,US,22,28,M,234
1282,CH,18,26,F,43
1283,ID,23,30,M,102
1284,US,24,26,F,234
1285,US,18,26,F,234
1286,US,18,26,M,234
1287,GB,54,25,F,78
1288,GB,31,29,M,78
1289,GB,28,28,F,78
1290,NL,19,29,F,167
1291,DE,27,25,M,57
1292,ES,23,28,F,68
1293,SE,26,28,F,198
1294,US,22,27,F,234
1295,CA,20,30,F,38
1296,US,22,28,M,234
1297,GB,22,27,M,78
1298,HU,31,26,F,101
1299,AU,19,28,F,13
1300,GB,38,24,M,78
1301,ID,38,31,F,102
1302,US,58,27,F,234
1303,CA,16,26,F,38
1304,US,41,27,F,234
1305,US,32,25,F,234
1306,US,24,28,F,234
1307,HK,34,10,F,96
1308,GB,24,24,F,78
1309,US,26,26,F,234
1310,CA,63,26,F,38
1311,GB,47,29,F,78
1312,IN,27,31,F,106
1313,US,36,36,F,234
1314,GB,17,24,M,78
1315,GB,34,25,F,78
1316,US,21,29,F,234
1317,GB,0,29,0,78
1318,GB,17,28,M,78
1319,BR,19,29,M,31
1320,NO,19,27,M,168
1321,CA,20,24,M,38
1322,IN,23,30,F,106
1323,IN,16,28,F,106
1324,US,22,29,M,234
1325,CA,24,27,M,38
1326,MX,50,25,F,158
1327,IN,26,23,F,106
1328,US,48,25,M,234
1329,US,28,26,F,234
1330,US,33,28,F,234
1331,US,48,25,F,234
1332,US,27,29,F,234
1333,US,46,28,F,234
1334,US,18,24,O,234
1335,AU,56,25,F,13
1336,US,58,26,F,234
1337,US,18,25,M,234
1338,DE,31,29,M,57
1339,GB,32,27,F,78
1340,US,21,31,F,234
1341,AU,18,23,M,13
1342,GR,41,27,M,90
1343,US,21,29,M,234
1344,CA,19,28,F,38
1345,US,55,25,F,234
1346,GB,50,28,M,78
1347,DE,18,23,O,57
1348,NO,19,25,M,168
1349,CA,50,30,M,38
1350,US,47,29,M,234
1351,FI,29,28,M,71
1352,IE,40,30,F,103
1353,GB,41,25,M,78
1354,US,22,30,F,234
1355,RS,23,29,M,191
1356,GB,29,30,F,78
1357,US,25,30,M,234
1358,US,42,27,F,234
1359,US,22,27,F,234
1360,US,34,26,M,234
1361,PK,56,29,M,179
1362,US,23,30,F,234
1363,GB,53,21,M,78
1364,US,18,27,M,234
1365,ZA,37,31,F,248
1366,US,42,26,F,234
1367,CA,33,28,F,38
1368,US,39,28,F,234
1369,US,38,25,F,234
1370,US,32,25,F,234
1371,US,30,24,F,234
1372,US,44,26,M,234
1373,US,38,28,F,234
1374,GB,42,25,F,78
1375,GB,31,29,M,78
1376,CH,35,29,F,43
1377,GB,34,24,F,78
1378,US,0,26,F,234
1379,US,20,27,F,234
1380,CA,27,25,M,38
1381,ZA,20,25,M,248
1382,US,15,28,F,234
1383,US,37,25,M,234
1384,RO,25,24,F,190
1385,US,23,25,M,234
1386,GB,54,26,F,78
1387,CL,16,23,M,46
1388,AU,49,27,F,13
1389,NO,44,32,M,168
1390,AU,44,26,M,13
1391,AU,44,24,F,13
1392,US,20,25,F,234
1393,US,20,27,F,234
1394,AU,21,28,F,13
1395,RO,22,25,M,190
1396,US,40,27,F,234
1397,GB,33,23,F,78
1398,US,49,28,F,234
1399,AU,16,24,F,13
1400,US,38,24,F,234
1401,US,25,25,F,234
1402,GB,30,30,M,78
1403,US,54,24,F,234
1404,GB,25,25,F,78
1405,US,23,20,F,234
1406,US,22,27,M,234
1407,US,28,27,F,234
1408,AU,40,26,M,13
1409,US,36,25,F,234
1410,IT,52,25,F,111
1411,US,61,25,M,234
1412,GB,37,28,M,78
1413,GB,62,22,F,78
1414,US,19,27,F,234
1415,IT,27,25,M,111
1416,AU,20,24,M,13
1417,CA,20,26,F,38
1418,US,40,24,F,234
1419,GB,42,27,M,78
1420,CA,21,27,M,38
1421,US,39,28,F,234
1422,BR,26,30,M,31
1423,GB,36,26,M,78
1424,GB,41,25,F,78
1425,AU,23,27,M,13
1426,PH,41,25,M,178
1427,US,38,26,F,234
1428,IE,31,25,M,103
1429,US,16,28,M,234
1430,US,29,25,M,234
1431,US,18,32,M,234
1432,US,61,25,F,234
1433,US,31,27,M,234
1434,US,49,29,F,234
1435,US,33,28,M,234
1436,US,21,27,F,234
1437,US,43,29,M,234
1438,GB,38,27,M,78
1439,GB,35,26,F,78
1440,US,38,26,M,234
1441,JM,30,26,F,113
1442,GB,39,27,M,78
1443,US,26,25,M,234
1444,GB,40,28,F,78
1445,FI,33,27,M,71
1446,RO,34,26,F,190
1447,ES,31,28,F,68
1448,NO,36,26,F,168
1449,NL,24,26,F,167
1450,CA,26,25,F,38
1451,US,45,28,F,234
1452,US,27,24,F,234
1453,US,18,23,M,234
1454,AU,26,27,F,13
1455,TR,33,27,M,226
1456,IN,26,28,F,106
1457,IT,34,24,M,111
1458,IN,44,27,M,106
1459,CA,19,29,M,38
1460,US,55,26,M,234
1461,CA,29,27,M,38
1462,US,20,27,F,234
1463,US,16,30,F,234
1464,US,43,29,F,234
1465,US,32,26,M,234
1466,TR,27,27,M,226
1467,US,20,30,M,234
1468,MY,24,26,F,159
1469,US,44,24,M,234
1470,IT,55,25,M,111
1471,IT,30,27,F,111
1472,IT,45,24,M,111
1473,US,52,29,M,234
1474,RO,33,28,F,190
1475,NL,38,26,F,167
1476,US,30,28,F,234
1477,US,19,26,F,234
1478,CA,21,31,F,38
1479,US,16,32,M,234
1480,IL,21,32,F,104
1481,DK,23,28,M,59
1482,US,18,25,F,234
1483,GB,30,28,F,78
1484,US,19,29,M,234
1485,GB,25,29,M,78
1486,CA,17,22,F,38
1487,US,55,30,F,234
1488,IN,27,29,F,106
1489,US,64,33,F,234
1490,US,17,25,F,234
1491,US,17,29,F,234
1492,IN,29,28,M,106
1493,FI,32,32,M,71
1494,CN,26,26,M,48
1495,US,21,25,M,234
1496,NL,63,23,M,167
1497,US,33,27,M,234
1498,GB,38,28,M,78
1499,GB,37,25,F,78
1500,MY,23,40,F,159
1501,US,25,27,M,234
1502,US,23,30,M,234
1503,NZ,20,30,F,172
1504,SG,21,26,M,199
1505,GB,24,21,M,78
1506,US,25,27,F,234
1507,US,22,25,M,234
1508,US,35,25,M,234
1509,GB,20,25,M,78
1510,US,30,25,F,234
1511,MX,52,21,F,158
1512,GB,18,28,F,78
1513,US,25,29,F,234
1514,GB,34,28,F,78
1515,US,27,28,F,234
1516,US,35,27,M,234
1517,FI,21,29,M,71
1518,US,27,28,F,234
1519,IL,19,25,M,104
1520,US,19,27,F,234
1521,AU,20,24,F,13
1522,AU,15,25,F,13
1523,IN,20,26,F,106
1524,US,31,25,M,234
1525,US,17,26,M,234
1526,US,33,27,M,234
1527,US,23,28,M,234
1528,US,45,29,F,234
1529,GB,33,29,F,78
1530,US,38,24,F,234
1531,PH,16,29,M,178
1532,IE,40,30,M,103
1533,US,39,27,F,234
1534,GH,30,35,M,83
1535,CA,53,25,M,38
1536,US,19,22,M,234
1537,IN,18,28,M,106
1538,US,26,27,M,234
1539,AU,14,26,M,13
1540,AU,16,25,M,13
1541,US,22,27,F,234
1542,GB,43,23,F,78
1543,IE,34,26,F,103
1544,US,32,28,F,234
1545,US,19,27,F,234
1546,NO,18,14,M,168
1547,US,56,33,F,234
1548,US,36,24,F,234
1549,US,41,32,F,234
1551,US,14,24,F,234
1552,US,39,31,M,234
1553,US,23,29,M,234
1554,US,40,23,M,234
1555,US,40,22,M,234
1556,CA,26,27,M,38
1557,AU,19,31,F,13
1558,US,35,30,M,234
1559,US,39,27,M,234
1560,BE,36,24,F,20
1561,GB,25,31,F,78
1562,RO,40,26,F,190
1563,US,0,26,M,234
1564,US,32,26,F,234
1565,AU,56,28,M,13
1566,AU,21,26,F,13
1567,US,53,34,F,234
1568,US,42,24,F,234
1569,JP,43,25,M,115
1570,AU,47,25,F,13
1571,US,19,25,M,234
1572,IN,38,27,F,106
1573,BE,21,32,F,20
1574,IT,27,27,M,111
1575,US,24,23,F,234
1576,US,23,27,F,234
1577,PL,11,27,F,180
1578,GB,21,32,F,78
1579,GB,45,29,F,78
1580,US,34,26,M,234
1581,CA,23,25,M,38
1582,FI,25,28,F,71
1583,FI,33,22,M,71
1584,IL,23,29,F,104
1585,US,57,19,F,234
1586,US,18,26,F,234
1587,US,64,28,M,234
1588,US,25,26,F,234
1589,CA,23,29,F,38
1590,US,19,27,M,234
1591,US,50,25,M,234
1592,US,61,26,M,234
1593,US,33,26,F,234
1594,EG,16,26,F,65
1595,CH,46,26,F,43
1596,US,30,28,F,234
1597,PR,50,22,F,183
1598,TH,41,30,F,219
1599,US,35,25,M,234
1600,ES,35,24,F,68
1601,US,47,25,F,234
1602,IN,22,25,M,106
1603,AU,2,28,F,13
1604,AU,28,26,M,13
1605,US,23,25,M,234
1606,US,37,24,F,234
1607,US,18,26,F,234
1608,GB,21,29,F,78
1609,US,59,25,F,234
1610,US,42,24,M,234
1611,US,54,24,F,234
1612,FI,29,24,O,71
1613,US,20,27,F,234
1614,US,22,26,F,234
1615,US,19,27,F,234
1616,GB,13,31,M,78
1617,BR,31,24,M,31
1618,GB,31,25,F,78
1619,GB,33,27,M,78
1620,DE,49,23,M,57
1621,US,49,26,F,234
1622,US,18,23,M,234
1623,US,23,25,M,234
1624,US,32,27,M,234
1625,FI,19,26,F,71
1626,US,64,24,M,234
1627,FI,21,28,M,71
1628,FI,20,30,M,71
1629,FI,23,22,M,71
1630,FI,18,28,M,71
1631,FI,20,29,M,71
1632,FI,25,25,M,71
1633,FI,19,27,M,71
1634,FI,20,27,M,71
1635,FI,17,30,F,71
1636,FI,26,27,M,71
1637,FI,20,27,M,71
1638,FI,29,24,M,71
1639,FI,22,26,M,71
1640,FI,16,26,M,71
1641,FI,18,27,M,71
1642,FI,24,27,M,71
1643,FI,24,22,M,71
1644,FI,21,22,M,71
1645,FI,17,29,M,71
1646,FI,18,29,M,71
1647,FI,23,27,M,71
1648,FI,17,10,O,71
1649,FI,18,29,M,71
1650,FI,17,26,M,71
1651,FI,19,25,M,71
1652,FI,18,28,M,71
1653,FI,19,25,M,71
1654,FI,16,28,M,71
1655,FI,28,30,M,71
1656,FI,29,29,M,71
1657,FI,26,26,M,71
1658,FI,16,28,M,71
1659,FI,18,29,M,71
1660,FI,18,28,M,71
1661,FI,28,21,M,71
1662,FI,30,25,M,71
1663,FI,19,25,M,71
1664,FI,16,29,M,71
1665,FI,17,22,M,71
1666,FI,20,29,F,71
1667,FI,18,29,M,71
1668,FI,22,29,M,71
1669,FI,19,27,M,71
1670,FI,18,26,M,71
1671,FI,17,24,M,71
1672,FI,24,23,M,71
1673,FI,19,28,M,71
1674,FI,20,31,F,71
1675,FI,19,29,M,71
1676,FI,19,30,M,71
1677,FI,18,25,M,71
1678,FI,18,26,M,71
1679,FI,23,31,M,71
1680,FI,21,27,M,71
1681,FI,17,29,M,71
1682,FI,19,24,M,71
1683,FI,30,31,M,71
1684,FI,17,24,M,71
1685,FI,21,27,F,71
1686,FI,18,28,M,71
1687,FI,22,25,M,71
1688,FI,17,27,M,71
1689,FI,16,22,M,71
1690,FI,18,26,M,71
1691,FI,22,19,M,71
1692,FI,25,28,M,71
1693,FI,17,22,M,71
1694,FI,20,27,M,71
1695,FI,20,24,M,71
1696,FI,18,26,M,71
1697,FI,31,25,M,71
1698,FI,18,29,M,71
1699,FI,21,25,M,71
1700,FI,18,29,M,71
1701,FI,18,26,M,71
1702,FI,16,23,M,71
1703,FI,17,29,M,71
1704,FI,25,27,M,71
1705,FI,21,27,M,71
1706,FI,19,27,M,71
1707,FI,25,31,M,71
1708,FI,21,28,M,71
1709,FI,26,25,M,71
1710,FI,20,27,M,71
1711,FI,18,25,M,71
1712,FI,21,26,M,71
1713,US,19,26,M,234
1714,FI,15,28,M,71
1715,FI,17,29,M,71
1716,US,17,26,M,234
1717,FI,18,24,F,71
1718,FI,18,28,M,71
1719,FI,19,29,M,71
1720,FI,16,32,M,71
1721,FI,20,22,M,71
1722,FI,21,25,M,71
1723,FI,16,24,M,71
1724,FI,17,20,M,71
1725,FI,19,25,M,71
1726,FI,25,28,M,71
1727,FI,18,25,M,71
1729,FI,17,30,M,71
1730,FI,15,25,M,71
1731,GB,56,25,F,78
1732,FI,19,28,M,71
1733,FI,15,29,M,71
1734,CA,19,26,F,38
1735,FI,40,25,M,71
1736,DE,21,27,M,57
1737,IT,27,26,M,111
1738,FI,22,29,M,71
1739,FI,17,26,M,71
1740,FI,16,24,M,71
1741,FI,22,28,M,71
1742,FI,16,22,M,71
1743,FI,18,26,M,71
1744,FI,19,28,M,71
1745,FI,20,28,M,71
1746,FI,14,28,M,71
1747,FI,20,28,M,71
1748,FI,17,21,M,71
1749,FI,20,24,M,71
1750,FI,15,33,M,71
1751,FI,18,29,M,71
1752,FI,16,23,M,71
1753,FI,20,31,M,71
1754,FI,21,25,M,71
1755,FI,24,29,M,71
1756,FI,18,23,M,71
1757,FI,17,28,M,71
1758,FI,22,24,M,71
1759,FI,18,25,M,71
1760,FI,20,25,M,71
1761,FI,17,28,M,71
1762,FI,17,28,M,71
1763,FI,21,28,M,71
1764,FI,14,28,M,71
1765,FI,22,24,M,71
1766,FI,31,32,M,71
1767,FI,20,25,M,71
1768,FI,25,30,M,71
1769,FI,21,28,M,71
1770,FI,19,25,F,71
1771,FI,17,25,F,71
1772,FI,27,28,M,71
1773,FI,21,22,M,71
1774,FI,23,25,M,71
1775,FI,17,30,M,71
1776,FI,19,26,F,71
1777,FI,20,26,M,71
1778,FI,17,28,M,71
1779,FI,19,32,M,71
1780,FI,23,26,M,71
1781,FI,18,26,F,71
1782,FI,17,28,M,71
1783,FI,20,29,M,71
1784,FI,19,26,M,71
1785,FI,22,33,M,71
1786,FI,17,24,M,71
1787,FI,15,29,M,71
1788,FI,22,27,M,71
1789,FI,20,27,M,71
1790,FI,20,26,M,71
1791,FI,19,27,M,71
1792,FI,23,27,M,71
1793,FI,19,27,M,71
1794,FI,17,27,M,71
1795,FI,18,28,M,71
1796,FI,16,27,M,71
1797,FI,16,27,M,71
1798,FI,19,24,M,71
1799,GB,16,28,M,78
1801,FI,20,29,F,71
1802,FI,17,24,M,71
1803,FI,16,29,M,71
1804,FI,17,28,M,71
1805,FI,22,32,M,71
1806,GB,16,25,O,78
1807,US,27,30,F,234
1808,PT,25,25,F,185
1809,FI,25,24,M,71
1810,PK,30,31,M,179
1811,FI,24,28,M,71
1812,US,76,21,F,234
1813,DK,29,27,M,59
1814,GB,56,24,F,78
1815,MY,43,29,M,159
1816,NZ,22,29,F,172
1817,GB,28,28,M,78
1818,TT,32,24,F,227
1819,US,47,26,M,234
1820,US,21,23,F,234
1821,US,41,23,M,234
1822,US,56,27,M,234
1823,US,30,29,M,234
1824,US,40,24,F,234
1825,PH,17,20,F,178
1826,CA,15,27,F,38
1827,AU,40,22,F,13
1828,US,29,24,F,234
1829,AU,20,26,M,13
1830,US,26,28,M,234
1831,US,30,25,F,234
1832,US,26,30,F,234
1833,US,42,28,F,234
1834,US,32,27,F,234
1835,US,33,26,F,234
1836,US,50,31,M,234
1837,PL,31,26,M,180
1838,US,20,23,F,234
1839,US,62,27,M,234
1840,US,69,24,F,234
1841,US,47,26,F,234
1842,AU,43,24,M,13
1843,PH,35,30,F,178
1844,GB,38,29,M,78
1845,GB,38,29,M,78
1846,US,27,25,M,234
1847,US,39,32,F,234
1848,GB,46,29,F,78
1849,US,43,27,M,234
1850,IN,36,26,F,106
1851,US,39,29,F,234
1852,US,49,24,F,234
1853,US,21,29,M,234
1854,US,23,22,F,234
1855,US,70,29,F,234
1856,US,26,24,F,234
1857,AU,60,23,F,13
1858,US,48,40,F,234
1859,CA,24,26,F,38
1860,IL,28,27,M,104
1861,CA,24,24,M,38
1862,US,17,24,M,234
1863,US,14,26,M,234
1865,US,15,32,M,234
1866,US,14,30,M,234
1867,US,18,25,M,234
1868,US,21,27,F,234
1869,US,21,29,F,234
1870,US,16,25,M,234
1871,US,14,28,M,234
1872,US,19,28,M,234
1873,IN,32,22,M,106
1874,IN,25,32,M,106
1875,IE,15,28,M,103
1877,US,17,29,F,234
1878,CA,49,29,F,38
1879,CA,25,28,M,38
1880,US,28,27,F,234
1881,FI,0,26,M,71
1882,CA,17,27,M,38
1883,US,27,25,M,234
1884,US,0,26,F,234
1885,US,20,24,F,234
1886,PL,19,31,F,180
1887,BE,21,28,M,20
1888,US,28,19,M,234
1889,US,18,26,M,234
1890,US,19,31,M,234
1891,TW,48,23,M,229
1892,US,44,21,M,234
1893,CA,20,26,F,38
1894,US,66,25,F,234
1895,US,26,25,F,234
1896,US,35,29,M,234
1897,US,23,26,F,234
1898,US,25,30,M,234
1899,US,50,25,M,234
1900,ES,36,28,M,68
1901,US,17,26,M,234
1902,CA,26,28,M,38
1903,US,27,27,M,234
1904,US,16,28,M,234
1905,US,66,30,M,234
1906,US,31,31,F,234
1907,FR,30,28,F,76
1908,US,24,29,M,234
1909,US,24,30,M,234
1910,US,21,25,F,234
1911,US,41,24,F,234
1912,US,14,28,M,234
1913,US,61,28,F,234
1914,US,28,25,M,234
1915,GB,66,25,M,78
1916,BR,19,25,F,31
1917,US,44,26,F,234
1919,US,39,30,M,234
1920,GB,18,29,F,78
1921,US,43,25,F,234
1922,SG,20,33,F,199
1923,US,29,29,F,234
1924,CL,36,27,M,46
1925,EU,26,27,F,70
1926,CA,19,27,M,38
1927,IN,20,33,M,106
1928,FR,37,28,M,76
1929,GB,15,31,F,78
1930,CA,31,28,F,38
1931,IE,31,23,M,103
1932,US,19,26,M,234
1933,CH,25,28,F,43
1934,US,30,27,F,234
1935,US,46,24,F,234
1936,US,27,33,M,234
1937,CA,19,31,M,38
1938,NZ,39,30,M,172
1939,US,44,26,M,234
1940,PH,21,27,F,178
1941,US,22,30,F,234
1942,US,33,28,F,234
1943,NL,24,24,F,167
1944,MA,38,30,M,138
1945,US,39,26,M,234
1946,US,22,27,F,234
1947,US,20,23,M,234
1948,GB,29,25,M,78
1949,US,21,27,F,234
1950,PL,31,24,F,180
1951,IT,23,25,M,111
1952,US,20,25,F,234
1953,US,19,33,F,234
1954,US,40,31,M,234
1955,US,28,27,F,234
1956,US,23,30,F,234
1957,NL,24,27,M,167
1958,CA,54,30,F,38
1959,US,23,27,F,234
1960,GB,20,26,M,78
1961,GB,23,32,F,78
1962,GB,17,25,F,78
1963,US,49,30,F,234
1964,US,12,24,F,234
1965,US,49,30,F,234
1966,JP,33,34,M,115
1967,JP,36,24,M,115
1968,US,36,28,F,234
1969,CA,41,27,M,38
1970,US,15,28,F,234
1971,PH,20,25,M,178
1972,GB,35,27,F,78
1973,KE,27,28,M,116
1974,US,55,28,F,234
1975,US,26,26,M,234
1976,MY,44,24,F,159
1977,US,0,31,M,234
1978,RS,15,29,F,191
1979,US,52,25,F,234
1980,US,21,29,M,234
1981,ZA,45,23,F,248
1982,AU,59,27,M,13
1983,US,26,25,F,234
1984,US,80,28,M,234
1985,US,38,28,F,234
1986,IN,23,30,F,106
1987,US,56,25,M,234
1988,US,42,25,M,234
1989,US,54,26,M,234
1990,US,35,26,F,234
1991,US,55,21,F,234
1992,US,19,26,F,234
1993,US,25,23,F,234
1994,US,30,29,M,234
1995,US,23,28,F,234
1996,US,37,23,F,234
1998,US,30,28,F,234
1999,US,40,24,F,234
2000,US,29,26,M,234
2001,US,16,27,F,234
2002,JP,35,30,F,115
2003,IN,22,29,F,106
2004,US,19,28,F,234
2005,US,23,27,F,234
2006,US,38,24,M,234
2007,US,23,27,F,234
2008,US,65,24,M,234
2009,US,65,24,M,234
2010,BD,24,23,M,19
2011,US,35,24,F,234
2012,BR,27,27,M,31
2013,RO,28,25,F,190
2014,US,12,26,F,234
2015,US,16,24,F,234
2016,CA,60,24,F,38
2017,HR,23,25,M,99
2018,IE,18,26,F,103
2019,BR,21,22,M,31
2020,US,28,23,M,234
2021,US,43,28,F,234
2022,JP,31,26,M,115
2023,GB,41,26,M,78
2024,SE,18,30,M,198
2025,US,32,28,F,234
2026,AU,31,28,M,13
2027,CA,29,25,M,38
2028,PT,15,24,M,185
2029,US,28,29,F,234
2030,CA,37,26,F,38
2031,NZ,16,27,F,172
2032,US,47,25,M,234
2033,AU,31,25,F,13
2034,US,21,24,M,234
2035,GB,31,35,M,78
2036,BR,23,25,M,31
2037,AU,18,24,F,13
2038,US,38,28,F,234
2039,US,17,25,F,234
2040,US,51,21,M,234
2041,US,16,30,M,234
2042,RS,29,25,F,191
2043,IR,30,27,M,109
2044,US,20,27,M,234
2045,US,22,26,F,234
2046,US,55,24,M,234
2047,RO,32,25,F,190
2048,AU,28,29,F,13
2049,US,0,29,F,234
2050,US,18,30,M,234
2051,US,16,27,F,234
2052,US,33,27,M,234
2053,US,25,28,M,234
2054,AU,38,28,F,13
2055,GB,48,27,F,78
2056,RU,25,27,M,192
2057,US,35,24,F,234
2058,US,30,29,F,234
2059,US,33,26,F,234
2060,US,23,26,F,234
2061,US,15,17,F,234
2062,US,19,28,F,234
2063,BR,23,24,M,31
2064,CA,15,28,F,38
2065,US,47,23,M,234
2066,GB,18,27,M,78
2067,US,40,24,F,234
2068,US,21,23,F,234
2069,US,21,31,F,234
2070,CA,36,31,F,38
2071,US,22,27,M,234
2072,US,26,28,M,234
2073,US,21,28,M,234
2074,PH,31,20,M,178
2075,HK,24,24,F,96
2076,AU,18,25,F,13
2077,DE,29,22,M,57
2078,US,42,20,F,234
2079,US,22,29,F,234
2080,CA,52,26,F,38
2081,US,47,27,F,234
2082,PH,21,27,F,178
2083,GB,18,26,M,78
2084,IE,0,24,0,103
2085,US,21,29,F,234
2086,US,13,26,F,234
2087,RO,40,25,F,190
2088,RO,40,26,F,190
2089,RO,40,40,F,190
2090,CA,21,31,F,38
2091,GB,45,28,F,78
2092,VN,19,26,M,242
2093,GB,38,27,F,78
2094,GB,41,26,M,78
2095,US,32,27,F,234
2096,US,36,26,M,234
2097,IT,17,27,M,111
2098,GB,52,27,F,78
2099,GB,74,27,F,78
2100,GB,50,26,M,78
2101,GR,27,30,M,90
2102,US,22,27,F,234
2103,US,53,31,M,234
2104,US,23,29,F,234
2105,US,25,29,M,234
2106,US,31,27,F,234
2107,US,20,27,F,234
2108,US,29,29,F,234
2109,GB,32,29,F,78
2110,AU,27,25,M,13
2111,US,40,32,F,234
2112,SA,19,30,M,194
2113,US,18,24,M,234
2114,TH,34,24,M,219
2115,US,47,26,M,234
2116,US,21,29,M,234
2117,US,20,27,M,234
2118,IN,38,27,M,106
2119,AU,41,25,M,13
2120,AU,4,23,F,13
2121,CA,20,26,M,38
2122,US,40,33,M,234
2123,US,17,29,F,234
2124,US,19,27,M,234
2125,US,26,27,M,234
2126,US,20,29,M,234
2127,MX,42,26,M,158
2128,US,35,32,F,234
2129,US,35,27,F,234
2130,GB,54,24,F,78
2131,NO,16,25,F,168
2132,US,47,26,M,234
2133,PH,16,27,F,178
2134,AU,54,25,F,13
2135,US,36,25,M,234
2136,MX,17,25,F,158
2137,DE,36,26,M,57
2138,PH,18,28,F,178
2139,US,27,25,F,234
2140,US,25,26,F,234
2141,PT,37,29,F,185
2142,US,24,25,F,234
2143,GB,15,23,F,78
2144,US,17,26,F,234
2145,US,32,34,M,234
2146,US,50,29,M,234
2147,PK,21,26,F,179
2148,US,25,24,M,234
2149,US,29,26,M,234
2150,US,13,28,M,234
2151,US,23,28,M,234
2152,US,16,19,M,234
2153,DE,30,30,M,57
